Cell	WGCNAcluster	Name	Age_in_Weeks	RegionName	Laminae	Area	cell type
O8.H1	IPC-div2	Sample5	14.7	Cortex	SVZ	V1	Intermediate Progenitor Cells RG-like
O8.A2	nEN-early2	Sample5	14.7	Cortex	SVZ	V1	Newborn Excitatory Neuron - early born
O8.B2	nEN-early2	Sample5	14.7	Cortex	SVZ	V1	Newborn Excitatory Neuron - early born
O8.C2	vRG	Sample5	14.7	Cortex	SVZ	V1	Ventricular Radial Glia
O8.E2	nEN-early2	Sample5	14.7	Cortex	SVZ	V1	Newborn Excitatory Neuron - early born
O8.F2	RG-div2	Sample5	14.7	Cortex	SVZ	V1	Dividing Radial Glia (S-phase)
O8.H2	oRG	Sample5	14.7	Cortex	SVZ	V1	Outer Radial Glia
O8.A3	EN-V1-2	Sample5	14.7	Cortex	SVZ	V1	Early and Late Born Excitatory Neuron V1
O8.C3	nEN-early2	Sample5	14.7	Cortex	SVZ	V1	Newborn Excitatory Neuron - early born
O8.D3	nEN-early2	Sample5	14.7	Cortex	SVZ	V1	Newborn Excitatory Neuron - early born
O8.E3	RG-div2	Sample5	14.7	Cortex	SVZ	V1	Dividing Radial Glia (S-phase)
O8.F3	nEN-early2	Sample5	14.7	Cortex	SVZ	V1	Newborn Excitatory Neuron - early born
O8.B4	nEN-early2	Sample5	14.7	Cortex	SVZ	V1	Newborn Excitatory Neuron - early born
O8.C4	nEN-early2	Sample5	14.7	Cortex	SVZ	V1	Newborn Excitatory Neuron - early born
O8.A5	IPC-div1	Sample5	14.7	Cortex	SVZ	V1	Dividing Intermediate Progenitor Cells RG-like
O8.C5	EN-V1-2	Sample5	14.7	Cortex	SVZ	V1	Early and Late Born Excitatory Neuron V1
O8.D5	EN-V1-3	Sample5	14.7	Cortex	SVZ	V1	Excitatory Neuron V1 - late born
O8.E5	nEN-early2	Sample5	14.7	Cortex	SVZ	V1	Newborn Excitatory Neuron - early born
O8.G5	nEN-early2	Sample5	14.7	Cortex	SVZ	V1	Newborn Excitatory Neuron - early born
O8.B6	nEN-early2	Sample5	14.7	Cortex	SVZ	V1	Newborn Excitatory Neuron - early born
O8.C6	nEN-early2	Sample5	14.7	Cortex	SVZ	V1	Newborn Excitatory Neuron - early born
O8.D6	nEN-early2	Sample5	14.7	Cortex	SVZ	V1	Newborn Excitatory Neuron - early born
O8.F6	RG-div2	Sample5	14.7	Cortex	SVZ	V1	Dividing Radial Glia (S-phase)
O8.B7	EN-V1-2	Sample5	14.7	Cortex	SVZ	V1	Early and Late Born Excitatory Neuron V1
O8.D7	RG-div2	Sample5	14.7	Cortex	SVZ	V1	Dividing Radial Glia (S-phase)
O8.E7	RG-div2	Sample5	14.7	Cortex	SVZ	V1	Dividing Radial Glia (S-phase)
O8.A8	EN-V1-2	Sample5	14.7	Cortex	SVZ	V1	Early and Late Born Excitatory Neuron V1
O8.C8	nEN-early2	Sample5	14.7	Cortex	SVZ	V1	Newborn Excitatory Neuron - early born
O8.F8	tRG	Sample5	14.7	Cortex	SVZ	V1	Truncated Radial Glia
O8.A9	RG-div2	Sample5	14.7	Cortex	SVZ	V1	Dividing Radial Glia (S-phase)
O8.B9	nEN-early2	Sample5	14.7	Cortex	SVZ	V1	Newborn Excitatory Neuron - early born
O8.D9	nEN-early2	Sample5	14.7	Cortex	SVZ	V1	Newborn Excitatory Neuron - early born
O8.E9	EN-V1-2	Sample5	14.7	Cortex	SVZ	V1	Early and Late Born Excitatory Neuron V1
O8.C11	nEN-early2	Sample5	14.7	Cortex	SVZ	V1	Newborn Excitatory Neuron - early born
O8.E11	nEN-early2	Sample5	14.7	Cortex	SVZ	V1	Newborn Excitatory Neuron - early born
O8.F11	nEN-early2	Sample5	14.7	Cortex	SVZ	V1	Newborn Excitatory Neuron - early born
O8.H11	IPC-div2	Sample5	14.7	Cortex	SVZ	V1	Intermediate Progenitor Cells RG-like
O8.C12	nEN-early2	Sample5	14.7	Cortex	SVZ	V1	Newborn Excitatory Neuron - early born
O8.F12	nEN-early2	Sample5	14.7	Cortex	SVZ	V1	Newborn Excitatory Neuron - early born
O8.G12	EN-V1-3	Sample5	14.7	Cortex	SVZ	V1	Excitatory Neuron V1 - late born
O9.D1	IPC-nEN3	Sample5	14.7	Cortex	VZ	PFC	Intermediate Progenitor Cells EN-like
O9.E1	nEN-early2	Sample5	14.7	Cortex	VZ	PFC	Newborn Excitatory Neuron - early born
O9.F1	IPC-div1	Sample5	14.7	Cortex	VZ	PFC	Dividing Intermediate Progenitor Cells RG-like
O9.A2	IN-CTX-MGE1	Sample5	14.7	Cortex	VZ	PFC	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
O9.B2	nEN-early2	Sample5	14.7	Cortex	VZ	PFC	Newborn Excitatory Neuron - early born
O9.C2	nEN-early2	Sample5	14.7	Cortex	VZ	PFC	Newborn Excitatory Neuron - early born
O9.D2	tRG	Sample5	14.7	Cortex	VZ	PFC	Truncated Radial Glia
O9.E2	oRG	Sample5	14.7	Cortex	VZ	PFC	Outer Radial Glia
O9.F2	IN-CTX-MGE1	Sample5	14.7	Cortex	VZ	PFC	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
O9.G2	IN-CTX-MGE1	Sample5	14.7	Cortex	VZ	PFC	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
O9.A3	IPC-div1	Sample5	14.7	Cortex	VZ	PFC	Dividing Intermediate Progenitor Cells RG-like
O9.B3	IN-CTX-CGE1	Sample5	14.7	Cortex	VZ	PFC	CGE/LGE-derived inhibitory neurons
O9.C3	IN-CTX-MGE1	Sample5	14.7	Cortex	VZ	PFC	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
O9.G3	nEN-early2	Sample5	14.7	Cortex	VZ	PFC	Newborn Excitatory Neuron - early born
O9.H3	IN-CTX-CGE1	Sample5	14.7	Cortex	VZ	PFC	CGE/LGE-derived inhibitory neurons
O9.C4	IPC-nEN1	Sample5	14.7	Cortex	VZ	PFC	Intermediate Progenitor Cells EN-like
O9.E4	IPC-nEN1	Sample5	14.7	Cortex	VZ	PFC	Intermediate Progenitor Cells EN-like
O9.F4	tRG	Sample5	14.7	Cortex	VZ	PFC	Truncated Radial Glia
O9.G4	IN-CTX-CGE1	Sample5	14.7	Cortex	VZ	PFC	CGE/LGE-derived inhibitory neurons
O9.A5	RG-div2	Sample5	14.7	Cortex	VZ	PFC	Dividing Radial Glia (S-phase)
O9.B5	tRG	Sample5	14.7	Cortex	VZ	PFC	Truncated Radial Glia
O9.C5	IN-CTX-CGE1	Sample5	14.7	Cortex	VZ	PFC	CGE/LGE-derived inhibitory neurons
O9.D5	nEN-early2	Sample5	14.7	Cortex	VZ	PFC	Newborn Excitatory Neuron - early born
O9.E5	IN-CTX-MGE1	Sample5	14.7	Cortex	VZ	PFC	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
O9.F5	tRG	Sample5	14.7	Cortex	VZ	PFC	Truncated Radial Glia
O9.H5	IPC-div1	Sample5	14.7	Cortex	VZ	PFC	Dividing Intermediate Progenitor Cells RG-like
O9.A6	tRG	Sample5	14.7	Cortex	VZ	PFC	Truncated Radial Glia
O9.B6	nEN-early2	Sample5	14.7	Cortex	VZ	PFC	Newborn Excitatory Neuron - early born
O9.C6	nEN-early2	Sample5	14.7	Cortex	VZ	PFC	Newborn Excitatory Neuron - early born
O9.D6	nEN-early2	Sample5	14.7	Cortex	VZ	PFC	Newborn Excitatory Neuron - early born
O9.G6	IN-CTX-MGE1	Sample5	14.7	Cortex	VZ	PFC	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
O9.B7	nEN-early2	Sample5	14.7	Cortex	VZ	PFC	Newborn Excitatory Neuron - early born
O9.D7	RG-div1	Sample5	14.7	Cortex	VZ	PFC	Dividing Radial Glia (G2/M-phase)
O9.E7	IN-CTX-MGE1	Sample5	14.7	Cortex	VZ	PFC	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
O9.G7	nEN-early2	Sample5	14.7	Cortex	VZ	PFC	Newborn Excitatory Neuron - early born
O9.A8	nEN-early2	Sample5	14.7	Cortex	VZ	PFC	Newborn Excitatory Neuron - early born
O9.B8	oRG	Sample5	14.7	Cortex	VZ	PFC	Outer Radial Glia
O9.D8	RG-div1	Sample5	14.7	Cortex	VZ	PFC	Dividing Radial Glia (G2/M-phase)
O9.E8	IN-CTX-CGE1	Sample5	14.7	Cortex	VZ	PFC	CGE/LGE-derived inhibitory neurons
O9.A9	IN-CTX-CGE1	Sample5	14.7	Cortex	VZ	PFC	CGE/LGE-derived inhibitory neurons
O9.C9	IN-CTX-MGE1	Sample5	14.7	Cortex	VZ	PFC	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
O9.E9	IN-CTX-MGE1	Sample5	14.7	Cortex	VZ	PFC	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
O9.F9	nEN-early2	Sample5	14.7	Cortex	VZ	PFC	Newborn Excitatory Neuron - early born
O9.G9	tRG	Sample5	14.7	Cortex	VZ	PFC	Truncated Radial Glia
O9.A10	nEN-early2	Sample5	14.7	Cortex	VZ	PFC	Newborn Excitatory Neuron - early born
O9.B10	IN-CTX-MGE1	Sample5	14.7	Cortex	VZ	PFC	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
O9.C10	IN-CTX-CGE1	Sample5	14.7	Cortex	VZ	PFC	CGE/LGE-derived inhibitory neurons
O9.D10	IN-CTX-CGE2	Sample5	14.7	Cortex	VZ	PFC	CGE/LGE-derived inhibitory neurons
O9.E10	IN-CTX-MGE1	Sample5	14.7	Cortex	VZ	PFC	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
O9.F10	IN-CTX-MGE1	Sample5	14.7	Cortex	VZ	PFC	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
O9.G10	IN-STR	Sample5	14.7	Cortex	VZ	PFC	Striatal neurons
O9.B11	IN-CTX-CGE1	Sample5	14.7	Cortex	VZ	PFC	CGE/LGE-derived inhibitory neurons
O9.D11	IN-CTX-MGE1	Sample5	14.7	Cortex	VZ	PFC	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
O9.E11	IN-CTX-CGE1	Sample5	14.7	Cortex	VZ	PFC	CGE/LGE-derived inhibitory neurons
O9.A12	IPC-div2	Sample5	14.7	Cortex	VZ	PFC	Intermediate Progenitor Cells RG-like
O9.B12	nEN-early2	Sample5	14.7	Cortex	VZ	PFC	Newborn Excitatory Neuron - early born
O9.D12	IPC-nEN3	Sample5	14.7	Cortex	VZ	PFC	Intermediate Progenitor Cells EN-like
O9.E12	nEN-early2	Sample5	14.7	Cortex	VZ	PFC	Newborn Excitatory Neuron - early born
O9.F12	IN-CTX-CGE1	Sample5	14.7	Cortex	VZ	PFC	CGE/LGE-derived inhibitory neurons
O9.G12	IN-CTX-CGE1	Sample5	14.7	Cortex	VZ	PFC	CGE/LGE-derived inhibitory neurons
O9.H12	RG-div1	Sample5	14.7	Cortex	VZ	PFC	Dividing Radial Glia (G2/M-phase)
O10.A1	RG-div2	Sample5	14.7	Cortex	SVZ	PFC	Dividing Radial Glia (S-phase)
O10.B1	nEN-late	Sample5	14.7	Cortex	SVZ	PFC	Newborn Excitatory Neuron - late born
O10.D1	nEN-early2	Sample5	14.7	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
O10.E1	IPC-nEN3	Sample5	14.7	Cortex	SVZ	PFC	Intermediate Progenitor Cells EN-like
O10.F1	IPC-nEN2	Sample5	14.7	Cortex	SVZ	PFC	Intermediate Progenitor Cells EN-like
O10.G1	IPC-nEN2	Sample5	14.7	Cortex	SVZ	PFC	Intermediate Progenitor Cells EN-like
O10.H1	IPC-nEN1	Sample5	14.7	Cortex	SVZ	PFC	Intermediate Progenitor Cells EN-like
O10.B2	nEN-early2	Sample5	14.7	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
O10.C2	IN-CTX-CGE2	Sample5	14.7	Cortex	SVZ	PFC	CGE/LGE-derived inhibitory neurons
O10.D2	nEN-late	Sample5	14.7	Cortex	SVZ	PFC	Newborn Excitatory Neuron - late born
O10.F2	IN-CTX-MGE1	Sample5	14.7	Cortex	SVZ	PFC	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
O10.G2	nEN-early2	Sample5	14.7	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
O10.A3		Sample5	14.7	Cortex	SVZ	PFC	None
O10.D3	vRG	Sample5	14.7	Cortex	SVZ	PFC	Ventricular Radial Glia
O10.G3	vRG	Sample5	14.7	Cortex	SVZ	PFC	Ventricular Radial Glia
O10.A4	vRG	Sample5	14.7	Cortex	SVZ	PFC	Ventricular Radial Glia
O10.C4	RG-div2	Sample5	14.7	Cortex	SVZ	PFC	Dividing Radial Glia (S-phase)
O10.F4	nEN-early2	Sample5	14.7	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
O10.G4	IN-CTX-CGE1	Sample5	14.7	Cortex	SVZ	PFC	CGE/LGE-derived inhibitory neurons
O10.H4	nEN-early2	Sample5	14.7	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
O10.A5	nEN-early2	Sample5	14.7	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
O10.B5	nEN-early2	Sample5	14.7	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
O10.C5	nEN-early2	Sample5	14.7	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
O10.D5	EN-PFC3	Sample5	14.7	Cortex	SVZ	PFC	Early and Late Born Excitatory Neuron PFC
O10.F5	nEN-early2	Sample5	14.7	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
O10.G5	nEN-early2	Sample5	14.7	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
O10.H5	nEN-early2	Sample5	14.7	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
O10.B6	nEN-early2	Sample5	14.7	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
O10.C6	nEN-early2	Sample5	14.7	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
O10.D6	nEN-early2	Sample5	14.7	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
O10.E6	nEN-early2	Sample5	14.7	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
O10.F6	tRG	Sample5	14.7	Cortex	SVZ	PFC	Truncated Radial Glia
O10.A7	nEN-early2	Sample5	14.7	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
O10.B7	nEN-early2	Sample5	14.7	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
O10.G7	nEN-early2	Sample5	14.7	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
O10.H7	IN-CTX-CGE1	Sample5	14.7	Cortex	SVZ	PFC	CGE/LGE-derived inhibitory neurons
O10.A8	IPC-nEN2	Sample5	14.7	Cortex	SVZ	PFC	Intermediate Progenitor Cells EN-like
O10.D8	IN-CTX-MGE2	Sample5	14.7	Cortex	SVZ	PFC	MGE-derived Ctx inhibitory neuron, Cortical Plate-enriched
O10.E8	IPC-nEN2	Sample5	14.7	Cortex	SVZ	PFC	Intermediate Progenitor Cells EN-like
O10.F8	nEN-early2	Sample5	14.7	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
O10.A9	IN-CTX-MGE1	Sample5	14.7	Cortex	SVZ	PFC	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
O10.B9	nEN-early2	Sample5	14.7	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
O10.C9	nEN-early2	Sample5	14.7	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
O10.D9	nEN-early2	Sample5	14.7	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
O10.E9	IN-CTX-CGE2	Sample5	14.7	Cortex	SVZ	PFC	CGE/LGE-derived inhibitory neurons
O10.F9	nEN-early2	Sample5	14.7	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
O10.B10	nEN-early2	Sample5	14.7	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
O10.C10	nEN-early2	Sample5	14.7	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
O10.A11	nEN-early2	Sample5	14.7	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
O10.B11	nEN-early2	Sample5	14.7	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
O10.C11	IN-CTX-CGE1	Sample5	14.7	Cortex	SVZ	PFC	CGE/LGE-derived inhibitory neurons
O10.D11	nEN-early2	Sample5	14.7	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
O10.E11	nEN-late	Sample5	14.7	Cortex	SVZ	PFC	Newborn Excitatory Neuron - late born
O10.F11	IPC-nEN2	Sample5	14.7	Cortex	SVZ	PFC	Intermediate Progenitor Cells EN-like
O10.A12	RG-div1	Sample5	14.7	Cortex	SVZ	PFC	Dividing Radial Glia (G2/M-phase)
O10.B12	IN-CTX-MGE1	Sample5	14.7	Cortex	SVZ	PFC	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
O10.C12	nEN-early2	Sample5	14.7	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
O10.D12	IN-CTX-MGE1	Sample5	14.7	Cortex	SVZ	PFC	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
O10.E12	nEN-early2	Sample5	14.7	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
O10.F12	nEN-early2	Sample5	14.7	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
O10.G12	nEN-early2	Sample5	14.7	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
O11.A1	MGE-RG2	Sample6	16.0	GE	0	MGE	MGE Radial Glia 2
O11.B1	IN-STR	Sample6	16.0	GE	0	MGE	Striatal neurons
O11.C1	nIN5	Sample6	16.0	GE	0	MGE	MGE newborn neurons
O11.D1	MGE-IPC3	Sample6	16.0	GE	0	MGE	MGE Progenitors
O11.F1	nIN4	Sample6	16.0	GE	0	MGE	MGE newborn neurons
O11.G1	MGE-IPC3	Sample6	16.0	GE	0	MGE	MGE Progenitors
O11.H1	MGE-IPC3	Sample6	16.0	GE	0	MGE	MGE Progenitors
O11.B2	MGE-IPC1	Sample6	16.0	GE	0	MGE	MGE Progenitors
O11.D2	MGE-IPC1	Sample6	16.0	GE	0	MGE	MGE Progenitors
O11.E2	nIN5	Sample6	16.0	GE	0	MGE	MGE newborn neurons
O11.F2	IN-STR	Sample6	16.0	GE	0	MGE	Striatal neurons
O11.G2	MGE-RG1	Sample6	16.0	GE	0	MGE	MGE Radial Glia 1
O11.H2	nIN5	Sample6	16.0	GE	0	MGE	MGE newborn neurons
O11.A3	nIN5	Sample6	16.0	GE	0	MGE	MGE newborn neurons
O11.B3	MGE-RG2	Sample6	16.0	GE	0	MGE	MGE Radial Glia 2
O11.C3	nIN5	Sample6	16.0	GE	0	MGE	MGE newborn neurons
O11.D3	nIN5	Sample6	16.0	GE	0	MGE	MGE newborn neurons
O11.E3	nIN5	Sample6	16.0	GE	0	MGE	MGE newborn neurons
O11.F3	MGE-div	Sample6	16.0	GE	0	MGE	dividing MGE Progenitors
O11.G3	MGE-RG2	Sample6	16.0	GE	0	MGE	MGE Radial Glia 2
O11.H3	nIN5	Sample6	16.0	GE	0	MGE	MGE newborn neurons
O11.A4	MGE-RG1	Sample6	16.0	GE	0	MGE	MGE Radial Glia 1
O11.B4	MGE-RG2	Sample6	16.0	GE	0	MGE	MGE Radial Glia 2
O11.C4	MGE-div	Sample6	16.0	GE	0	MGE	dividing MGE Progenitors
O11.D4	nIN5	Sample6	16.0	GE	0	MGE	MGE newborn neurons
O11.E4	nIN5	Sample6	16.0	GE	0	MGE	MGE newborn neurons
O11.F4	MGE-div	Sample6	16.0	GE	0	MGE	dividing MGE Progenitors
O11.G4	nIN4	Sample6	16.0	GE	0	MGE	MGE newborn neurons
O11.H4	nIN5	Sample6	16.0	GE	0	MGE	MGE newborn neurons
O11.A5	nIN5	Sample6	16.0	GE	0	MGE	MGE newborn neurons
O11.E5	MGE-div	Sample6	16.0	GE	0	MGE	dividing MGE Progenitors
O11.F5	MGE-IPC2	Sample6	16.0	GE	0	MGE	MGE Progenitors
O11.G5	IN-CTX-MGE2	Sample6	16.0	GE	0	MGE	MGE-derived Ctx inhibitory neuron, Cortical Plate-enriched
O11.H5	nIN4	Sample6	16.0	GE	0	MGE	MGE newborn neurons
O11.A6	MGE-div	Sample6	16.0	GE	0	MGE	dividing MGE Progenitors
O11.B6	nIN5	Sample6	16.0	GE	0	MGE	MGE newborn neurons
O11.C6	MGE-div	Sample6	16.0	GE	0	MGE	dividing MGE Progenitors
O11.D6	MGE-RG1	Sample6	16.0	GE	0	MGE	MGE Radial Glia 1
O11.E6	MGE-RG2	Sample6	16.0	GE	0	MGE	MGE Radial Glia 2
O11.F6	nIN5	Sample6	16.0	GE	0	MGE	MGE newborn neurons
O11.G6	nIN5	Sample6	16.0	GE	0	MGE	MGE newborn neurons
O11.H6	nIN5	Sample6	16.0	GE	0	MGE	MGE newborn neurons
O11.A7	MGE-RG2	Sample6	16.0	GE	0	MGE	MGE Radial Glia 2
O11.B7	MGE-RG2	Sample6	16.0	GE	0	MGE	MGE Radial Glia 2
O11.C7	nIN5	Sample6	16.0	GE	0	MGE	MGE newborn neurons
O11.D7	MGE-IPC2	Sample6	16.0	GE	0	MGE	MGE Progenitors
O11.E7	MGE-div	Sample6	16.0	GE	0	MGE	dividing MGE Progenitors
O11.F7	MGE-IPC2	Sample6	16.0	GE	0	MGE	MGE Progenitors
O11.G7	IN-STR	Sample6	16.0	GE	0	MGE	Striatal neurons
O11.H7	nIN4	Sample6	16.0	GE	0	MGE	MGE newborn neurons
O11.A8	MGE-RG2	Sample6	16.0	GE	0	MGE	MGE Radial Glia 2
O11.B8	MGE-RG1	Sample6	16.0	GE	0	MGE	MGE Radial Glia 1
O11.C8	MGE-IPC3	Sample6	16.0	GE	0	MGE	MGE Progenitors
O11.D8	nIN5	Sample6	16.0	GE	0	MGE	MGE newborn neurons
O11.E8	MGE-RG1	Sample6	16.0	GE	0	MGE	MGE Radial Glia 1
O11.F8	MGE-RG2	Sample6	16.0	GE	0	MGE	MGE Radial Glia 2
O11.G8	MGE-RG2	Sample6	16.0	GE	0	MGE	MGE Radial Glia 2
O11.H8	MGE-RG2	Sample6	16.0	GE	0	MGE	MGE Radial Glia 2
O11.A9	MGE-RG2	Sample6	16.0	GE	0	MGE	MGE Radial Glia 2
O11.D9	MGE-IPC2	Sample6	16.0	GE	0	MGE	MGE Progenitors
O11.E9	MGE-div	Sample6	16.0	GE	0	MGE	dividing MGE Progenitors
O11.F9	nIN5	Sample6	16.0	GE	0	MGE	MGE newborn neurons
O11.G9	MGE-RG2	Sample6	16.0	GE	0	MGE	MGE Radial Glia 2
O11.H9	IN-STR	Sample6	16.0	GE	0	MGE	Striatal neurons
O11.A10	nIN5	Sample6	16.0	GE	0	MGE	MGE newborn neurons
O11.B10	MGE-RG1	Sample6	16.0	GE	0	MGE	MGE Radial Glia 1
O11.C10	MGE-div	Sample6	16.0	GE	0	MGE	dividing MGE Progenitors
O11.D10	MGE-IPC3	Sample6	16.0	GE	0	MGE	MGE Progenitors
O11.E10	MGE-IPC1	Sample6	16.0	GE	0	MGE	MGE Progenitors
O11.F10	nIN5	Sample6	16.0	GE	0	MGE	MGE newborn neurons
O11.G10	MGE-RG2	Sample6	16.0	GE	0	MGE	MGE Radial Glia 2
O11.H10	MGE-RG1	Sample6	16.0	GE	0	MGE	MGE Radial Glia 1
O11.A11	MGE-RG2	Sample6	16.0	GE	0	MGE	MGE Radial Glia 2
O11.B11	MGE-div	Sample6	16.0	GE	0	MGE	dividing MGE Progenitors
O11.C11	nIN5	Sample6	16.0	GE	0	MGE	MGE newborn neurons
O11.D11	nIN5	Sample6	16.0	GE	0	MGE	MGE newborn neurons
O11.E11	MGE-RG2	Sample6	16.0	GE	0	MGE	MGE Radial Glia 2
O11.F11	nIN5	Sample6	16.0	GE	0	MGE	MGE newborn neurons
O11.G11	IN-CTX-MGE2	Sample6	16.0	GE	0	MGE	MGE-derived Ctx inhibitory neuron, Cortical Plate-enriched
O11.H11	nIN5	Sample6	16.0	GE	0	MGE	MGE newborn neurons
O11.C12	MGE-IPC1	Sample6	16.0	GE	0	MGE	MGE Progenitors
O11.D12	MGE-div	Sample6	16.0	GE	0	MGE	dividing MGE Progenitors
O11.F12	nIN4	Sample6	16.0	GE	0	MGE	MGE newborn neurons
O11.G12	MGE-RG2	Sample6	16.0	GE	0	MGE	MGE Radial Glia 2
O12.A1	RG-div2	Sample7	14.0	Cortex	SVZ	PFC	Dividing Radial Glia (S-phase)
O12.B1	RG-div2	Sample7	14.0	Cortex	SVZ	PFC	Dividing Radial Glia (S-phase)
O12.C1	RG-div1	Sample7	14.0	Cortex	SVZ	PFC	Dividing Radial Glia (G2/M-phase)
O12.D1	OPC	Sample7	14.0	Cortex	SVZ	PFC	Oligodendrocyte progenitor cell
O12.E1	RG-div2	Sample7	14.0	Cortex	SVZ	PFC	Dividing Radial Glia (S-phase)
O12.H1	RG-div1	Sample7	14.0	Cortex	SVZ	PFC	Dividing Radial Glia (G2/M-phase)
O12.A2	IPC-nEN1	Sample7	14.0	Cortex	SVZ	PFC	Intermediate Progenitor Cells EN-like
O12.F2	oRG	Sample7	14.0	Cortex	SVZ	PFC	Outer Radial Glia
O12.G2	RG-div2	Sample7	14.0	Cortex	SVZ	PFC	Dividing Radial Glia (S-phase)
O12.H2	RG-div2	Sample7	14.0	Cortex	SVZ	PFC	Dividing Radial Glia (S-phase)
O12.A3	oRG	Sample7	14.0	Cortex	SVZ	PFC	Outer Radial Glia
O12.B3	IN-CTX-CGE2	Sample7	14.0	Cortex	SVZ	PFC	CGE/LGE-derived inhibitory neurons
O12.C3	IN-CTX-CGE2	Sample7	14.0	Cortex	SVZ	PFC	CGE/LGE-derived inhibitory neurons
O12.D3	IN-CTX-CGE1	Sample7	14.0	Cortex	SVZ	PFC	CGE/LGE-derived inhibitory neurons
O12.E3	nEN-late	Sample7	14.0	Cortex	SVZ	PFC	Newborn Excitatory Neuron - late born
O12.F3	nEN-late	Sample7	14.0	Cortex	SVZ	PFC	Newborn Excitatory Neuron - late born
O12.G3	IN-CTX-MGE1	Sample7	14.0	Cortex	SVZ	PFC	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
O12.H3	nEN-early2	Sample7	14.0	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
O12.A4	IN-CTX-MGE2	Sample7	14.0	Cortex	SVZ	PFC	MGE-derived Ctx inhibitory neuron, Cortical Plate-enriched
O12.B4	nIN2	Sample7	14.0	Cortex	SVZ	PFC	MGE newborn neurons
O12.D4	IN-CTX-CGE1	Sample7	14.0	Cortex	SVZ	PFC	CGE/LGE-derived inhibitory neurons
O12.E4	IN-CTX-CGE2	Sample7	14.0	Cortex	SVZ	PFC	CGE/LGE-derived inhibitory neurons
O12.F4	nEN-late	Sample7	14.0	Cortex	SVZ	PFC	Newborn Excitatory Neuron - late born
O12.G4	EN-V1-3	Sample7	14.0	Cortex	SVZ	PFC	Excitatory Neuron V1 - late born
O12.H4	IN-CTX-CGE1	Sample7	14.0	Cortex	SVZ	PFC	CGE/LGE-derived inhibitory neurons
O12.A5	IN-CTX-CGE1	Sample7	14.0	Cortex	SVZ	PFC	CGE/LGE-derived inhibitory neurons
O12.C5	IN-CTX-CGE1	Sample7	14.0	Cortex	SVZ	PFC	CGE/LGE-derived inhibitory neurons
O12.D5	nEN-early2	Sample7	14.0	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
